"ENSMUSG00000075014"
"ENSMUSG00000076612"
"ENSMUSG00000047735"
"ENSMUSG00000027639"
"ENSMUSG00000095079"
"ENSMUSG00000038612"
"ENSMUSG00000020368"
"ENSMUSG00000060743"
"ENSMUSG00000004266"
"ENSMUSG00000025980"
"ENSMUSG00000039997"
"ENSMUSG00000025364"
"ENSMUSG00000045983"
"ENSMUSG00000037416"
"ENSMUSG00000021939"
"ENSMUSG00000022234"
"ENSMUSG00000028639"
"ENSMUSG00000034297"
"ENSMUSG00000020788"
"ENSMUSG00000028465"
"ENSMUSG00000042079"
"ENSMUSG00000016756"
"ENSMUSG00000020075"
"ENSMUSG00000003746"
"ENSMUSG00000027130"
"ENSMUSG00000026615"
"ENSMUSG00000049313"
"ENSMUSG00000001416"
"ENSMUSG00000030691"
"ENSMUSG00000000184"
"ENSMUSG00000025428"
"ENSMUSG00000050244"
"ENSMUSG00000040747"
"ENSMUSG00000099702"
"ENSMUSG00000013629"
"ENSMUSG00000001525"
"ENSMUSG00000047139"
"ENSMUSG00000024359"
"ENSMUSG00000001440"
"ENSMUSG00000042474"
"ENSMUSG00000025085"
"ENSMUSG00000037548"
"ENSMUSG00000026341"
"ENSMUSG00000018583"
"ENSMUSG00000004356"
"ENSMUSG00000064267"
"ENSMUSG00000062825"
"ENSMUSG00000096385"
"ENSMUSG00000069833"
"ENSMUSG00000018654"
"ENSMUSG00000018379"
"ENSMUSG00000028382"
"ENSMUSG00000021754"
"ENSMUSG00000038642"
"ENSMUSG00000015396"
"ENSMUSG00000037972"
"ENSMUSG00000025026"
"ENSMUSG00000057337"
"ENSMUSG00000020361"
"ENSMUSG00000030798"
"ENSMUSG00000052331"
"ENSMUSG00000047126"
"ENSMUSG00000078812"
"ENSMUSG00000040940"
"ENSMUSG00000031453"
"ENSMUSG00000047867"
"ENSMUSG00000041642"
"ENSMUSG00000021957"
"ENSMUSG00000038056"
"ENSMUSG00000101188"
"ENSMUSG00000018293"
"ENSMUSG00000000682"
"ENSMUSG00000058355"
"ENSMUSG00000027405"
"ENSMUSG00000030275"
"ENSMUSG00000031389"
"ENSMUSG00000020315"
"ENSMUSG00000042228"
"ENSMUSG00000024054"
"ENSMUSG00000023004"
"ENSMUSG00000090272"
"ENSMUSG00000042349"
"ENSMUSG00000040270"
"ENSMUSG00000032423"
"ENSMUSG00000028530"
"ENSMUSG00000043243"
"ENSMUSG00000020706"
"ENSMUSG00000030468"
"ENSMUSG00000057098"
"ENSMUSG00000040350"
"ENSMUSG00000001175"
"ENSMUSG00000030220"
"ENSMUSG00000022488"
"ENSMUSG00000031659"
"ENSMUSG00000033732"
"ENSMUSG00000022504"
"ENSMUSG00000025613"
"ENSMUSG00000020184"
"ENSMUSG00000021595"
"ENSMUSG00000057666"
"ENSMUSG00000040710"
"ENSMUSG00000032294"
"ENSMUSG00000095567"
"ENSMUSG00000000861"
"ENSMUSG00000036908"
"ENSMUSG00000015340"
"ENSMUSG00000024948"
"ENSMUSG00000040463"
"ENSMUSG00000034634"
"ENSMUSG00000029430"
"ENSMUSG00000024399"
"ENSMUSG00000041515"
"ENSMUSG00000021624"
"ENSMUSG00000030609"
"ENSMUSG00000068039"
"ENSMUSG00000026020"
"ENSMUSG00000022108"
"ENSMUSG00000033685"
"ENSMUSG00000019979"
"ENSMUSG00000025993"
"ENSMUSG00000041057"
"ENSMUSG00000004568"
"ENSMUSG00000028410"
"ENSMUSG00000031093"
"ENSMUSG00000014453"
"ENSMUSG00000030662"
"ENSMUSG00000033220"
"ENSMUSG00000004110"
"ENSMUSG00000004837"
"ENSMUSG00000045092"
"ENSMUSG00000011179"
"ENSMUSG00000053541"
"ENSMUSG00000040699"
"ENSMUSG00000063229"
"ENSMUSG00000015597"
"ENSMUSG00000062901"
"ENSMUSG00000073678"
"ENSMUSG00000039158"
"ENSMUSG00000056917"
"ENSMUSG00000005413"
"ENSMUSG00000027067"
"ENSMUSG00000053907"
"ENSMUSG00000032053"
"ENSMUSG00000062933"
"ENSMUSG00000002985"
"ENSMUSG00000030738"
"ENSMUSG00000032946"
"ENSMUSG00000091028"
"ENSMUSG00000032009"
"ENSMUSG00000022403"
"ENSMUSG00000034484"
"ENSMUSG00000059895"
"ENSMUSG00000074886"
"ENSMUSG00000096544"
"ENSMUSG00000076937"
"ENSMUSG00000001741"
"ENSMUSG00000036469"
"ENSMUSG00000002107"
"ENSMUSG00000005103"
"ENSMUSG00000021365"
"ENSMUSG00000037138"
"ENSMUSG00000038127"
"ENSMUSG00000028656"
"ENSMUSG00000022686"
"ENSMUSG00000049744"
"ENSMUSG00000062867"
"ENSMUSG00000032312"
"ENSMUSG00000034024"
"ENSMUSG00000017774"
"ENSMUSG00000034330"
"ENSMUSG00000030157"
"ENSMUSG00000042644"
"ENSMUSG00000021701"
"ENSMUSG00000090394"
"ENSMUSG00000036986"
"ENSMUSG00000026313"
"ENSMUSG00000051223"
"ENSMUSG00000024966"
"ENSMUSG00000026721"
"ENSMUSG00000025366"
"ENSMUSG00000043131"
"ENSMUSG00000071172"
"ENSMUSG00000032624"
"ENSMUSG00000024621"
"ENSMUSG00000101111"
"ENSMUSG00000037822"
"ENSMUSG00000031403"
"ENSMUSG00000001588"
"ENSMUSG00000030357"
"ENSMUSG00000021660"
"ENSMUSG00000026496"
"ENSMUSG00000056144"
"ENSMUSG00000015176"
"ENSMUSG00000022285"
"ENSMUSG00000068744"
"ENSMUSG00000018819"
"ENSMUSG00000031662"
"ENSMUSG00000020738"
"ENSMUSG00000066232"
"ENSMUSG00000064262"
"ENSMUSG00000020272"
"ENSMUSG00000015243"
"ENSMUSG00000030560"
"ENSMUSG00000058761"
"ENSMUSG00000067212"
"ENSMUSG00000025153"
"ENSMUSG00000024691"
"ENSMUSG00000100862"
"ENSMUSG00000026987"
"ENSMUSG00000049553"
"ENSMUSG00000054435"
"ENSMUSG00000037266"
"ENSMUSG00000062762"
"ENSMUSG00000105906"
"ENSMUSG00000032688"
"ENSMUSG00000005566"
"ENSMUSG00000007891"
"ENSMUSG00000029084"
"ENSMUSG00000079641"
"ENSMUSG00000004897"
"ENSMUSG00000027339"
"ENSMUSG00000035202"
"ENSMUSG00000020532"
"ENSMUSG00000026915"
"ENSMUSG00000038335"
"ENSMUSG00000040990"
"ENSMUSG00000015501"
"ENSMUSG00000038759"
"ENSMUSG00000022594"
"ENSMUSG00000022565"
"ENSMUSG00000042599"
"ENSMUSG00000081406"
"ENSMUSG00000078087"
"ENSMUSG00000094483"
"ENSMUSG00000026447"
"ENSMUSG00000049470"
"ENSMUSG00000002885"
"ENSMUSG00000021048"
"ENSMUSG00000044147"
"ENSMUSG00000029622"
"ENSMUSG00000020717"
"ENSMUSG00000032562"
"ENSMUSG00000037318"
"ENSMUSG00000030766"
"ENSMUSG00000095280"
"ENSMUSG00000030872"
"ENSMUSG00000053477"
"ENSMUSG00000030007"
"ENSMUSG00000032216"
"ENSMUSG00000037426"
"ENSMUSG00000043535"
"ENSMUSG00000021583"
"ENSMUSG00000029322"
"ENSMUSG00000030263"
"ENSMUSG00000037851"
"ENSMUSG00000019820"
"ENSMUSG00000005732"
"ENSMUSG00000038279"
"ENSMUSG00000003873"
"ENSMUSG00000040247"
"ENSMUSG00000053819"
"ENSMUSG00000070372"
"ENSMUSG00000029106"
"ENSMUSG00000007739"
"ENSMUSG00000016319"
"ENSMUSG00000024120"
"ENSMUSG00000020358"
"ENSMUSG00000025403"
"ENSMUSG00000018340"
"ENSMUSG00000055805"
"ENSMUSG00000027219"
"ENSMUSG00000039264"
"ENSMUSG00000036181"
"ENSMUSG00000038421"
"ENSMUSG00000037685"
"ENSMUSG00000058230"
"ENSMUSG00000004665"
"ENSMUSG00000079523"
"ENSMUSG00000027678"
"ENSMUSG00000036678"
"ENSMUSG00000050600"
"ENSMUSG00000030313"
"ENSMUSG00000029657"
"ENSMUSG00000034868"
"ENSMUSG00000016554"
"ENSMUSG00000030759"
"ENSMUSG00000027347"
"ENSMUSG00000042354"
"ENSMUSG00000002602"
"ENSMUSG00000071669"
"ENSMUSG00000056888"
"ENSMUSG00000033161"
"ENSMUSG00000098557"
"ENSMUSG00000031666"
"ENSMUSG00000055762"
"ENSMUSG00000028459"
"ENSMUSG00000040385"
"ENSMUSG00000030695"
"ENSMUSG00000023025"
"ENSMUSG00000044734"
"ENSMUSG00000079197"
"ENSMUSG00000096833"
"ENSMUSG00000031101"
"ENSMUSG00000068105"
"ENSMUSG00000026712"
"ENSMUSG00000048458"
"ENSMUSG00000033885"
"ENSMUSG00000027630"
"ENSMUSG00000026192"
"ENSMUSG00000021668"
"ENSMUSG00000022416"
"ENSMUSG00000022962"
"ENSMUSG00000068882"
"ENSMUSG00000040054"
"ENSMUSG00000035891"
"ENSMUSG00000072825"
"ENSMUSG00000105547"
"ENSMUSG00000021037"
"ENSMUSG00000031004"
"ENSMUSG00000020857"
"ENSMUSG00000026755"
"ENSMUSG00000004264"
"ENSMUSG00000074497"
"ENSMUSG00000055447"
"ENSMUSG00000022885"
"ENSMUSG00000046805"
"ENSMUSG00000057069"
"ENSMUSG00000028161"
"ENSMUSG00000032554"
"ENSMUSG00000034342"
"ENSMUSG00000042406"
"ENSMUSG00000036752"
"ENSMUSG00000037405"
"ENSMUSG00000025357"
"ENSMUSG00000029254"
"ENSMUSG00000024360"
"ENSMUSG00000029415"
"ENSMUSG00000026436"
"ENSMUSG00000024081"
"ENSMUSG00000021116"
"ENSMUSG00000032384"
"ENSMUSG00000058587"
"ENSMUSG00000000594"
"ENSMUSG00000068284"
"ENSMUSG00000057193"
"ENSMUSG00000096768"
"ENSMUSG00000025270"
"ENSMUSG00000021830"
"ENSMUSG00000069893"
"ENSMUSG00000002897"
"ENSMUSG00000052040"
"ENSMUSG00000030921"
"ENSMUSG00000007458"
"ENSMUSG00000000732"
"ENSMUSG00000025239"
"ENSMUSG00000078652"
"ENSMUSG00000037235"
"ENSMUSG00000024735"
"ENSMUSG00000032359"
"ENSMUSG00000040249"
"ENSMUSG00000074564"
"ENSMUSG00000026728"
"ENSMUSG00000056673"
"ENSMUSG00000024675"
"ENSMUSG00000024013"
"ENSMUSG00000027171"
"ENSMUSG00000042978"
"ENSMUSG00000036526"
"ENSMUSG00000071226"
"ENSMUSG00000069045"
"ENSMUSG00000028893"
"ENSMUSG00000038437"
"ENSMUSG00000036323"
"ENSMUSG00000028906"
"ENSMUSG00000006782"
"ENSMUSG00000009575"
"ENSMUSG00000048249"
"ENSMUSG00000029840"
"ENSMUSG00000020741"
"ENSMUSG00000031258"
"ENSMUSG00000022372"
"ENSMUSG00000020423"
"ENSMUSG00000071042"
"ENSMUSG00000096808"
"ENSMUSG00000028426"
"ENSMUSG00000029204"
"ENSMUSG00000025203"
"ENSMUSG00000018846"
"ENSMUSG00000030084"
"ENSMUSG00000004100"
"ENSMUSG00000032596"
"ENSMUSG00000029178"
"ENSMUSG00000019850"
"ENSMUSG00000030047"
"ENSMUSG00000022385"
"ENSMUSG00000005846"
"ENSMUSG00000052142"
"ENSMUSG00000031948"
"ENSMUSG00000062585"
"ENSMUSG00000040918"
"ENSMUSG00000027346"
"ENSMUSG00000021149"
"ENSMUSG00000047945"
"ENSMUSG00000039450"
"ENSMUSG00000002944"
"ENSMUSG00000010142"
"ENSMUSG00000014444"
"ENSMUSG00000021392"
"ENSMUSG00000024085"
"ENSMUSG00000031431"
"ENSMUSG00000045411"
"ENSMUSG00000028798"
"ENSMUSG00000069516"
"ENSMUSG00000026872"
"ENSMUSG00000016087"
"ENSMUSG00000040296"
"ENSMUSG00000038991"
"ENSMUSG00000029298"
"ENSMUSG00000028385"
"ENSMUSG00000073725"
"ENSMUSG00000017561"
"ENSMUSG00000023169"
"ENSMUSG00000021262"
"ENSMUSG00000027193"
"ENSMUSG00000037601"
"ENSMUSG00000034248"
"ENSMUSG00000038733"
"ENSMUSG00000029603"
"ENSMUSG00000036452"
"ENSMUSG00000027185"
"ENSMUSG00000056602"
"ENSMUSG00000046865"
"ENSMUSG00000041801"
"ENSMUSG00000026775"
"ENSMUSG00000028691"
"ENSMUSG00000090164"
"ENSMUSG00000028970"
"ENSMUSG00000024493"
"ENSMUSG00000062210"
"ENSMUSG00000029771"
"ENSMUSG00000027381"
"ENSMUSG00000021895"
"ENSMUSG00000005370"
"ENSMUSG00000020430"
"ENSMUSG00000032834"
"ENSMUSG00000073676"
"ENSMUSG00000020745"
"ENSMUSG00000047676"
"ENSMUSG00000020790"
"ENSMUSG00000038623"
"ENSMUSG00000020898"
"ENSMUSG00000027863"
"ENSMUSG00000051998"
"ENSMUSG00000027663"
"ENSMUSG00000014226"
"ENSMUSG00000020593"
"ENSMUSG00000025935"
"ENSMUSG00000020077"
"ENSMUSG00000053398"
"ENSMUSG00000001774"
"ENSMUSG00000031799"
"ENSMUSG00000039783"
"ENSMUSG00000029036"
"ENSMUSG00000035208"
"ENSMUSG00000024042"
"ENSMUSG00000003809"
"ENSMUSG00000041360"
"ENSMUSG00000005481"
"ENSMUSG00000045826"
"ENSMUSG00000076934"
"ENSMUSG00000052681"
"ENSMUSG00000026923"
"ENSMUSG00000023010"
"ENSMUSG00000025743"
"ENSMUSG00000034724"
"ENSMUSG00000048756"
"ENSMUSG00000035960"
"ENSMUSG00000019823"
"ENSMUSG00000044456"
"ENSMUSG00000032301"
"ENSMUSG00000006728"
"ENSMUSG00000035000"
"ENSMUSG00000034832"
"ENSMUSG00000000244"
"ENSMUSG00000033047"
"ENSMUSG00000027342"
"ENSMUSG00000027395"
"ENSMUSG00000028381"
"ENSMUSG00000030403"
"ENSMUSG00000071072"
"ENSMUSG00000022752"
"ENSMUSG00000049751"
"ENSMUSG00000038845"
"ENSMUSG00000022353"
"ENSMUSG00000030062"
"ENSMUSG00000050627"
"ENSMUSG00000025995"
"ENSMUSG00000032437"
"ENSMUSG00000052160"
"ENSMUSG00000021193"
"ENSMUSG00000033307"
"ENSMUSG00000001674"
"ENSMUSG00000011257"
"ENSMUSG00000057541"
"ENSMUSG00000021670"
"ENSMUSG00000029247"
"ENSMUSG00000055302"
"ENSMUSG00000031960"
"ENSMUSG00000076432"
"ENSMUSG00000098934"
"ENSMUSG00000023067"
"ENSMUSG00000024381"
"ENSMUSG00000028737"
"ENSMUSG00000028249"
"ENSMUSG00000035711"
"ENSMUSG00000018474"
"ENSMUSG00000026623"
"ENSMUSG00000038299"
"ENSMUSG00000000346"
"ENSMUSG00000044468"
"ENSMUSG00000053835"
"ENSMUSG00000028673"
"ENSMUSG00000024587"
"ENSMUSG00000018750"
"ENSMUSG00000036046"
"ENSMUSG00000040274"
"ENSMUSG00000008475"
"ENSMUSG00000026637"
"ENSMUSG00000020821"
"ENSMUSG00000034116"
"ENSMUSG00000056737"
"ENSMUSG00000021190"
"ENSMUSG00000034354"
"ENSMUSG00000024097"
"ENSMUSG00000036905"
"ENSMUSG00000052749"
"ENSMUSG00000020571"
"ENSMUSG00000063015"
"ENSMUSG00000037902"
"ENSMUSG00000038578"
"ENSMUSG00000029014"
"ENSMUSG00000030505"
"ENSMUSG00000020189"
"ENSMUSG00000021185"
"ENSMUSG00000046722"
"ENSMUSG00000074141"
"ENSMUSG00000028479"
"ENSMUSG00000079225"
"ENSMUSG00000041481"
"ENSMUSG00000042099"
"ENSMUSG00000042524"
"ENSMUSG00000006445"
"ENSMUSG00000063884"
"ENSMUSG00000093930"
"ENSMUSG00000028559"
"ENSMUSG00000001467"
"ENSMUSG00000042719"
"ENSMUSG00000039621"
"ENSMUSG00000017760"
"ENSMUSG00000001281"
"ENSMUSG00000030654"
"ENSMUSG00000020611"
"ENSMUSG00000020899"
"ENSMUSG00000036931"
"ENSMUSG00000062203"
"ENSMUSG00000071068"
"ENSMUSG00000022876"
"ENSMUSG00000038179"
"ENSMUSG00000022462"
"ENSMUSG00000032050"
"ENSMUSG00000075284"
"ENSMUSG00000037649"
"ENSMUSG00000020573"
"ENSMUSG00000022389"
"ENSMUSG00000030521"
"ENSMUSG00000062070"
"ENSMUSG00000082035"
"ENSMUSG00000027566"
"ENSMUSG00000028851"
"ENSMUSG00000050379"
"ENSMUSG00000035242"
"ENSMUSG00000066443"
"ENSMUSG00000032594"
"ENSMUSG00000036887"
"ENSMUSG00000036896"
"ENSMUSG00000020547"
"ENSMUSG00000034543"
"ENSMUSG00000031578"
"ENSMUSG00000015314"
"ENSMUSG00000029416"
"ENSMUSG00000015854"
"ENSMUSG00000024769"
"ENSMUSG00000056234"
"ENSMUSG00000029638"
"ENSMUSG00000020248"
"ENSMUSG00000038900"
"ENSMUSG00000042444"
"ENSMUSG00000026377"
"ENSMUSG00000020108"
"ENSMUSG00000084319"
"ENSMUSG00000038175"
"ENSMUSG00000081051"
"ENSMUSG00000040681"
"ENSMUSG00000018008"
"ENSMUSG00000002083"
"ENSMUSG00000020114"
"ENSMUSG00000014956"
"ENSMUSG00000057335"
"ENSMUSG00000058470"
"ENSMUSG00000052298"
"ENSMUSG00000028409"
"ENSMUSG00000035299"
"ENSMUSG00000030641"
"ENSMUSG00000027722"
"ENSMUSG00000028675"
"ENSMUSG00000029191"
"ENSMUSG00000027170"
"ENSMUSG00000047180"
"ENSMUSG00000038910"
"ENSMUSG00000027452"
"ENSMUSG00000052837"
"ENSMUSG00000034595"
"ENSMUSG00000031353"
"ENSMUSG00000046721"
"ENSMUSG00000091228"
"ENSMUSG00000022682"
"ENSMUSG00000033706"
"ENSMUSG00000024900"
"ENSMUSG00000031939"
"ENSMUSG00000020167"
"ENSMUSG00000013701"
"ENSMUSG00000024338"
"ENSMUSG00000028729"
"ENSMUSG00000021892"
"ENSMUSG00000096074"
"ENSMUSG00000037275"
"ENSMUSG00000008393"
"ENSMUSG00000000631"
"ENSMUSG00000051212"
"ENSMUSG00000022241"
"ENSMUSG00000090019"
"ENSMUSG00000031954"
"ENSMUSG00000043008"
"ENSMUSG00000032116"
"ENSMUSG00000027804"
"ENSMUSG00000035049"
"ENSMUSG00000026393"
"ENSMUSG00000028059"
"ENSMUSG00000026019"
"ENSMUSG00000058818"
"ENSMUSG00000020572"
"ENSMUSG00000055148"
"ENSMUSG00000051154"
"ENSMUSG00000037149"
"ENSMUSG00000018697"
"ENSMUSG00000058392"
"ENSMUSG00000029390"
"ENSMUSG00000017999"
"ENSMUSG00000046691"
"ENSMUSG00000074656"
"ENSMUSG00000000563"
"ENSMUSG00000022952"
"ENSMUSG00000024334"
"ENSMUSG00000003283"
"ENSMUSG00000032959"
"ENSMUSG00000066315"
"ENSMUSG00000022797"
"ENSMUSG00000026356"
"ENSMUSG00000009013"
"ENSMUSG00000013846"
"ENSMUSG00000079036"
"ENSMUSG00000073436"
"ENSMUSG00000005621"
"ENSMUSG00000030884"
"ENSMUSG00000053289"
"ENSMUSG00000030189"
"ENSMUSG00000028156"
"ENSMUSG00000025580"
"ENSMUSG00000019943"
"ENSMUSG00000021945"
"ENSMUSG00000050721"
"ENSMUSG00000040354"
"ENSMUSG00000024248"
"ENSMUSG00000021733"
"ENSMUSG00000039929"
"ENSMUSG00000054008"
"ENSMUSG00000027187"
"ENSMUSG00000041264"
"ENSMUSG00000022517"
"ENSMUSG00000063334"
"ENSMUSG00000022263"
"ENSMUSG00000042460"
"ENSMUSG00000025781"
"ENSMUSG00000004730"
"ENSMUSG00000047767"
"ENSMUSG00000020346"
"ENSMUSG00000002007"
"ENSMUSG00000031627"
"ENSMUSG00000025134"
"ENSMUSG00000069911"
"ENSMUSG00000021665"
"ENSMUSG00000031447"
"ENSMUSG00000031103"
"ENSMUSG00000000275"
"ENSMUSG00000004880"
"ENSMUSG00000024835"
"ENSMUSG00000075122"
"ENSMUSG00000075595"
"ENSMUSG00000040061"
"ENSMUSG00000062014"
"ENSMUSG00000001348"
"ENSMUSG00000040451"
"ENSMUSG00000028431"
"ENSMUSG00000022175"
"ENSMUSG00000033416"
"ENSMUSG00000020279"
"ENSMUSG00000038178"
"ENSMUSG00000023110"
"ENSMUSG00000040688"
"ENSMUSG00000073008"
"ENSMUSG00000093938"
"ENSMUSG00000029246"
"ENSMUSG00000005034"
"ENSMUSG00000000378"
"ENSMUSG00000040818"
"ENSMUSG00000019370"
"ENSMUSG00000001056"
"ENSMUSG00000024789"
"ENSMUSG00000028953"
"ENSMUSG00000003031"
"ENSMUSG00000039294"
"ENSMUSG00000039637"
"ENSMUSG00000031264"
"ENSMUSG00000032698"
"ENSMUSG00000003868"
"ENSMUSG00000096201"
"ENSMUSG00000063659"
"ENSMUSG00000022105"
"ENSMUSG00000068735"
"ENSMUSG00000005410"
"ENSMUSG00000062078"
"ENSMUSG00000053617"
"ENSMUSG00000030068"
"ENSMUSG00000069049"
"ENSMUSG00000037946"
"ENSMUSG00000070493"
"ENSMUSG00000071369"
"ENSMUSG00000039585"
"ENSMUSG00000021969"
"ENSMUSG00000025817"
"ENSMUSG00000008373"
"ENSMUSG00000028693"
"ENSMUSG00000063856"
"ENSMUSG00000040751"
"ENSMUSG00000043683"
"ENSMUSG00000018848"
"ENSMUSG00000031068"
"ENSMUSG00000018362"
"ENSMUSG00000011752"
"ENSMUSG00000046897"
"ENSMUSG00000026938"
"ENSMUSG00000040746"
"ENSMUSG00000057191"
"ENSMUSG00000029777"
"ENSMUSG00000039753"
"ENSMUSG00000038776"
"ENSMUSG00000074794"
"ENSMUSG00000029616"
"ENSMUSG00000034165"
"ENSMUSG00000034667"
"ENSMUSG00000004268"
"ENSMUSG00000057561"
"ENSMUSG00000081604"
"ENSMUSG00000028015"
"ENSMUSG00000034445"
"ENSMUSG00000022867"
"ENSMUSG00000020484"
"ENSMUSG00000079659"
"ENSMUSG00000030365"
"ENSMUSG00000024030"
"ENSMUSG00000036309"
"ENSMUSG00000035575"
"ENSMUSG00000059409"
"ENSMUSG00000024521"
"ENSMUSG00000037458"
"ENSMUSG00000018909"
"ENSMUSG00000035164"
"ENSMUSG00000020914"
"ENSMUSG00000070369"
"ENSMUSG00000027615"
"ENSMUSG00000008206"
"ENSMUSG00000027404"
"ENSMUSG00000033166"
"ENSMUSG00000046879"
"ENSMUSG00000053931"
"ENSMUSG00000022557"
"ENSMUSG00000058486"
"ENSMUSG00000005981"
"ENSMUSG00000040687"
"ENSMUSG00000030337"
"ENSMUSG00000078429"
"ENSMUSG00000022051"
"ENSMUSG00000029560"
"ENSMUSG00000037062"
"ENSMUSG00000001305"
"ENSMUSG00000002325"
"ENSMUSG00000059149"
"ENSMUSG00000030603"
"ENSMUSG00000019818"
"ENSMUSG00000030956"
"ENSMUSG00000070319"
"ENSMUSG00000021156"
"ENSMUSG00000002603"
"ENSMUSG00000026656"
"ENSMUSG00000041849"
"ENSMUSG00000031422"
"ENSMUSG00000042121"
"ENSMUSG00000020250"
"ENSMUSG00000020034"
"ENSMUSG00000023456"
"ENSMUSG00000054520"
"ENSMUSG00000094420"
"ENSMUSG00000063410"
"ENSMUSG00000017009"
"ENSMUSG00000041773"
"ENSMUSG00000026355"
"ENSMUSG00000030870"
"ENSMUSG00000030079"
"ENSMUSG00000031917"
"ENSMUSG00000044350"
"ENSMUSG00000045294"
"ENSMUSG00000037400"
"ENSMUSG00000035722"
"ENSMUSG00000002658"
"ENSMUSG00000034858"
"ENSMUSG00000002102"
"ENSMUSG00000019978"
"ENSMUSG00000002668"
"ENSMUSG00000060032"
"ENSMUSG00000020088"
"ENSMUSG00000024999"
"ENSMUSG00000037855"
"ENSMUSG00000028330"
"ENSMUSG00000006057"
"ENSMUSG00000095771"
"ENSMUSG00000037341"
"ENSMUSG00000040363"
"ENSMUSG00000021298"
"ENSMUSG00000020601"
"ENSMUSG00000094410"
"ENSMUSG00000054079"
"ENSMUSG00000024293"
"ENSMUSG00000036572"
"ENSMUSG00000032215"
"ENSMUSG00000032577"
"ENSMUSG00000044199"
"ENSMUSG00000074272"
"ENSMUSG00000022074"
"ENSMUSG00000022439"
"ENSMUSG00000037552"
"ENSMUSG00000028420"
"ENSMUSG00000030942"
"ENSMUSG00000013736"
"ENSMUSG00000029299"
"ENSMUSG00000010554"
"ENSMUSG00000052056"
"ENSMUSG00000006589"
"ENSMUSG00000028436"
"ENSMUSG00000019699"
"ENSMUSG00000060098"
"ENSMUSG00000033991"
"ENSMUSG00000002319"
"ENSMUSG00000020089"
"ENSMUSG00000031924"
"ENSMUSG00000055612"
"ENSMUSG00000022391"
"ENSMUSG00000029836"
"ENSMUSG00000036894"
"ENSMUSG00000026048"
"ENSMUSG00000032249"
"ENSMUSG00000018040"
"ENSMUSG00000067194"
"ENSMUSG00000007817"
"ENSMUSG00000003235"
"ENSMUSG00000054604"
"ENSMUSG00000027108"
"ENSMUSG00000020534"
"ENSMUSG00000020525"
"ENSMUSG00000026558"
"ENSMUSG00000028633"
"ENSMUSG00000027901"
"ENSMUSG00000089929"
"ENSMUSG00000026430"
"ENSMUSG00000061167"
"ENSMUSG00000027447"
"ENSMUSG00000098078"
"ENSMUSG00000038871"
"ENSMUSG00000039159"
"ENSMUSG00000028069"
"ENSMUSG00000028138"
"ENSMUSG00000026600"
"ENSMUSG00000025156"
"ENSMUSG00000021703"
"ENSMUSG00000025507"
"ENSMUSG00000056952"
"ENSMUSG00000079442"
"ENSMUSG00000027854"
"ENSMUSG00000034111"
"ENSMUSG00000028149"
"ENSMUSG00000045038"
"ENSMUSG00000076614"
"ENSMUSG00000079017"
"ENSMUSG00000005534"
"ENSMUSG00000042129"
"ENSMUSG00000036622"
"ENSMUSG00000038241"
"ENSMUSG00000036781"
"ENSMUSG00000030224"
"ENSMUSG00000039087"
"ENSMUSG00000063954"
"ENSMUSG00000032122"
"ENSMUSG00000099241"
"ENSMUSG00000071076"
"ENSMUSG00000042700"
"ENSMUSG00000006127"
"ENSMUSG00000003418"
