Gene_Id_189,ABEN_Rep1,ABEN_Rep2,ABEN_Rep3,EN_Rep1,EN_Rep2,EN_Rep3
Glyma01g40890,0,5.14755,0.000181816,0.000531983,2.00254,0.756099
Glyma01g40900,5.32017,3.61779,1.93988,1.81732,1.94866,1.42959
Glyma01g40910,0,0,1.27054,0,0.000639677,7.53E-05
Glyma01g40920,4.90737,4.9929,5.58428,9.84684,9.11724,8.67338
Glyma01g40930,8.57152,8.20237,6.52464,7.24954,6.93424,5.45739
Glyma01g40941,10.9821,7.23321,9.02534,12.8908,14.6033,15.0224
Glyma01g40950,3.37024,3.2475,3.7242,4.4088,4.98076,4.59983
Glyma01g40960,1.15834,0,0.0646007,0,0.299949,0.0266871
Glyma01g40985,0,0,0,0,0,0
Glyma01g41010,0.5517,0.779039,0.616055,0.61825,0.864885,0.601091
Glyma01g41030,0.654587,2.24759,0,1.81596,2.226,0.000599589
Glyma01g41050,0.0836519,0.373828,1.68E-06,0.1775,0.425477,0.51868
Glyma01g41070,4.33926,8.03196,10.0552,2.09328,4.00017,5.16099
Glyma01g41081,0.941178,1.10756,1.02348,1.09585,1.47155,1.20145
Glyma01g41091,0.11432,0.572216,0.443809,0.256726,0.291373,0.478099
Glyma01g41100,68.1771,52.2856,62.5485,29.1196,21.1258,29.2877
Glyma01g41110,0.00600497,0,0.00554697,0.000875896,0,0.000214885
Glyma01g41120,0.373176,0.451056,0.745915,1.08356,1.41907,1.4646
Glyma01g41126,1.07443,1.08063,0.805999,0.902092,1.17846,1.82443
Glyma01g41133,0,0.797627,0.393293,0.151912,0,0
Glyma01g41140,6.73709,6.74323,8.8765,6.39422,6.65139,7.0772
Glyma01g41150,1.34476,1.67987,0.721905,0.423205,0.687209,0.379081
Glyma01g41170,52.5462,41.2736,17.0705,54.5737,30.0067,16.4665
Glyma01g41180,5.30106,7.46102,3.30638,6.98024,7.66343,4.16083
Glyma01g41190,16.2681,16.61,10.6683,45.2119,38.7749,21.5379
Glyma01g41200,17.2931,24.5525,21.0447,14.3657,16.951,13.8851
Glyma01g41210,22.102,20.1775,19.5957,51.9799,42.422,50.2648
Glyma01g41220,4.00589,3.76489,4.18218,7.10244,4.45147,5.55338
Glyma01g41230,10.3573,12.9748,11.2028,10.2901,8.82011,10.6698
Glyma01g41240,0,0,0,0,0,0
Glyma01g41250,0.833541,0.83431,0.00637538,0,0,0
Glyma01g41260,0,0,0,0,0,0
Glyma01g41270,0,0,0,1.61619,0.00671988,0.918145
Glyma01g41290,334.414,349.539,185.22,320.038,239.554,147.849
Glyma01g41301,5.89765,8.76706,3.82453,6.1199,3.27392,4.16649
Glyma01g41310,0.879772,1.10246,1.60147,2.1539,3.60381,1.1295
Glyma01g41320,0.10473,0.0674945,0.100928,0.750563,0.328601,0.681181
Glyma01g41330,6.55099,30.275,11.8045,13.7202,20.4146,15.8097
Glyma01g41340,2.22426,2.45057,2.09099,2.36383,2.28786,2.35691
Glyma01g41360,0.431141,0.41678,0.41549,0.579343,0.169093,0.754978
Glyma01g41370,3.5283,3.65888,4.81984,2.62829,2.70604,3.59242
Glyma01g41380,44.0628,54.9605,54.4802,46.4172,42.912,43.2877
Glyma01g41390,0.0203529,0.0118961,0.0385771,0,0.00614579,0.011394
Glyma01g41401,2.57761,4.99322,3.93049,4.73182,4.66206,3.44582
Glyma01g41411,4.73303,3.63684,3.90335,2.12,1.28512,1.91264
Glyma01g41420,1.52653,1.59499,0.935735,1.54283,2.10449,2.26716
Glyma01g41430,0.0453469,0.262194,0.981374,0,0.558824,0.557332
Glyma01g41440,37.4798,40.2113,36.9468,24.965,23.0926,21.9723
Glyma01g41450,98.7226,80.6705,122.06,44.4496,40.276,45.9163
Glyma01g41460,0,0.103136,0,0,0,0
Glyma01g41471,0.714607,0.850221,0.900563,3.34856,3.88064,4.5104
Glyma01g41480,5.59326,4.82085,5.51228,5.91668,6.03472,8.02539
Glyma01g41491,0,0,0,0.00101349,0.00177484,0.0262836
Glyma01g41500,0.837627,0.421733,0.681092,0.228778,0.0821292,0.183348
Glyma01g41510,0.101697,0.133813,0.195665,0.0670528,0.104926,0.0670716
Glyma01g41520,27.4719,22.2548,19.849,17.5739,15.8442,12.3887
Glyma01g41527,22.9914,23.7557,22.6545,27.0093,18.7897,17.5258
Glyma01g41534,0,0,0.0901472,0,0.217523,0
Glyma01g41542,1.78923,5.87707,1.4501,4.06703,4.92547,1.2849
Glyma01g41550,0,0.000172452,5.32E-05,0,0.0169784,0
Glyma01g41560,0.441893,0.448927,5.98E-05,0.0760485,0.244643,0.333324
Glyma01g41571,1.4046,0.000146005,0,0,0,0
Glyma01g41581,0,0,0,0,0,0
Glyma01g41590,1.35628,0,0,0,0,0
Glyma01g41600,0,0,2.89605,0,0,0.000217172
Glyma01g41610,0.0571181,0,0,0.0874177,0,0
Glyma01g41620,41.6773,23.0485,15.9893,54.4492,0.080538,32.3219
Glyma01g41630,0.0210835,0.479828,0,4.15899,3.3508,1.34678
Glyma01g41640,0,0.270702,0,0.382959,0.604606,0.110223
Glyma01g41650,0,0,0,0,0,0
Glyma01g41660,19.0967,25.1196,15.0349,26.331,27.0682,21.6191
Glyma01g41670,309.498,319.721,262.687,251.584,296.602,237.558
Glyma01g41680,0.349587,0.438267,0.610625,0.800492,0.880125,1.02371
Glyma01g41690,5.21227,3.43799,3.45266,8.865,8.40313,5.17172
Glyma01g41700,1.5135,1.39342,1.6126,1.16215,0.847993,0.757235
Glyma01g41721,2.09545,2.32938,2.47231,3.51252,3.36866,1.95203
Glyma01g41740,3.59E-05,0,9.46E-05,0,0,0
Glyma01g41750,1.22887,1.25708,2.35114,0.316517,0.233968,0.541424
Glyma01g41760,0.346312,0.174991,0.141446,0.333346,0.313659,0.40973
Glyma01g41770,0,0,0.0183821,0,0,0
Glyma01g41780,2.04905,1.33001,1.48975,1.88751,1.94225,1.85826
Glyma01g41790,0,0.000240773,0,0,0,0
Glyma01g41800,3.76107,3.36337,2.81392,2.49407,3.10813,2.849
Glyma01g41810,126.157,107.304,106.669,183.322,152.234,175.73
Glyma01g41820,6.75527,4.28695,5.44163,19.8015,21.5888,16.4049
Glyma01g41830,0,0.418732,0.93923,0.58206,5.09662,1.9505
Glyma01g41840,1.36944,1.02964,1.68632,1.22679,2.14838,2.20773
Glyma01g41850,0,0,0,0.402425,0.00352773,0.568732
Glyma01g41860,0.486576,0.940737,0.820597,0.326917,0.397514,0.243864
Glyma01g41870,0,0,0,0,0,0
Glyma01g41880,0.535353,0,0,0,0,0
Glyma01g41890,0.729758,0.56436,0.42196,0.130748,0.114484,0.146045
Glyma01g41901,3.61E-06,0,0,0,1.18E-06,0
Glyma01g41910,6.62041,2.72533,3.46379,0,0.451731,0.00385924
Glyma01g41915,0,0,0,0,0,0
Glyma01g41920,0,0.184092,0,0.250006,0,0
Glyma01g41930,0.651659,0.324224,0.231388,0.333702,0.460702,0.587253
Glyma01g41940,3.74606,3.99536,3.86594,4.9057,3.97948,7.84507
Glyma01g41960,0.99259,0.18605,0.461735,0.169872,0.406096,0.888916
Glyma01g41970,1.43273,7.60693,8.79539,4.52515,4.6729,11.436
Glyma01g41990,21.2684,12.8094,8.70835,25.8201,13.8591,19.1214
Glyma01g42001,0.0190516,0.012278,0.0842009,0.0210046,0,0.0673098
Glyma01g42010,0.764208,0,0,0,0,0
Glyma01g42025,26.9873,29.3091,37.0367,13.6102,13.6421,14.8525
Glyma01g42040,0.469833,0.62712,0.163922,0.0966657,0.206852,0.123392
Glyma01g42050,2.16879,1.7302,2.86074,1.36645,0.969928,1.36792
Glyma01g42065,2.49E-05,2.15E-05,0.677545,2.67E-05,2.23E-05,0.0731608
Glyma01g42080,0,0,0,0,0,0
Glyma01g42090,22.4272,19.5828,21.2032,19.7892,21.1971,22.8291
Glyma01g42100,0.000190471,0.000346029,0.000259586,0.000175606,2.13238,0
Glyma01g42120,0.326834,0.396696,0.438156,0.185388,0.317748,0.25344
Glyma01g42130,10.9644,27.6272,5.65962,11.6282,10.2874,2.99536
Glyma01g42140,0,2.06107,0,0,0,0.647507
Glyma01g42150,0.11978,0.00900796,0.00673506,0.028153,0.0251599,0.0636338
Glyma01g42160,2.30656,1.86456,2.93835,1.39878,1.57979,2.26782
Glyma01g42170,1.83003,2.16175,2.12449,1.59867,1.63495,1.71067
Glyma01g42180,0.224343,0.184412,0.22355,0,0.377758,0.11606
Glyma01g42190,0.144664,0.172685,0.0322781,0.420069,0.315272,0.134715
Glyma01g42200,0,2.19501,0,0,0,0
Glyma01g42211,4.67117,4.63722,4.75321,3.39503,2.93052,4.01272
Glyma01g42220,14.1068,10.9288,17.8262,5.54249,4.12122,6.12028
Glyma01g42230,8.23312,7.26402,5.46247,7.75572,7.28128,6.43027
Glyma01g42240,4.46501,1.27496,3.6532,2.6623,3.63396,3.72141
Glyma01g42250,1.58857,0,0,0,0,0
Glyma01g42260,5.25301,4.1256,6.61969,4.85478,4.31841,6.51889
Glyma01g42270,1.64201,2.06616,2.81795,1.49228,1.86799,2.0002
Glyma01g42280,0,4.10E-05,0,0.630358,0,2.79E-05
Glyma01g42290,0.146512,0.0615511,0.107464,0.234022,0.297371,0.250036
Glyma01g42300,0,0,0.152509,0,0,0.495757
Glyma01g42310,0,0,0,0,0,0
Glyma01g42320,0,0,0,0,0,0
Glyma01g42331,2.59331,2.49981,2.62252,5.21941,0.571608,0.998373
Glyma01g42340,0.0010599,5.99E-05,0.992226,0.000155305,0,0
Glyma01g42350,0.15634,0.0625089,0.132524,0.265819,0.119344,0.178152
Glyma01g42360,0,0,8.84E-06,1.06E-05,8.75E-06,8.38E-06
Glyma01g42370,0,0,0,0,0,0.0295086
Glyma01g42380,1.75759,2.33935,1.90317,3.02867,3.25101,3.59054
Glyma01g42390,0,0,0.00300188,1.25512,0.000317412,0.655714
Glyma01g42400,0,0,0,0,0.000587583,0
Glyma01g42410,16.6793,15.3049,14.7831,10.9314,7.13097,8.96719
Glyma01g42420,2.67498,0.000836596,0,0,0,0.00358281
Glyma01g42431,1.13315,1.42593,0.391212,0.101292,0.579453,0.22554
Glyma01g42441,73.9668,68.643,78.9583,56.4754,41.5063,47.9953
Glyma01g42450,0,0,0,0,0,0
Glyma01g42460,0.239031,0.204588,0.285431,0.147191,0.0818564,0.14885
Glyma01g42480,0.00159994,0.544609,0.47774,1.07958,1.97884,2.03229
Glyma01g42490,2.84096,2.67801,2.11669,4.19936,2.66159,1.91988
Glyma01g42495,0.104763,0,0.02524,0.0469249,0.20544,0.235867
Glyma01g42500,19.0941,20.1312,19.5309,9.90294,13.1381,10.2235
Glyma01g42510,0,0,0,0,0,0
Glyma01g42520,6.07561,5.67367,5.09563,10.4957,8.76462,6.78588
Glyma01g42530,2.86208,3.11928,1.66043,2.36014,2.85604,1.28111
Glyma01g42560,43.8915,112.794,24.9884,33.6487,43.9452,12.1811
Glyma01g42570,0.121033,0.390006,0.0583198,0.108425,0.284815,0
Glyma01g42580,0.252964,0.700889,0.697773,5.47837,5.93384,7.86066
Glyma01g42600,0,0.0120801,0,0.00663922,0.0174401,0.011124
Glyma01g42610,0,0.000109192,0.626344,0.622595,9.26E-05,1.83736
Glyma01g42620,0,0,4.08E-05,0,0.892916,0
Glyma01g42630,0.432554,0.189632,0.144161,0.530496,1.3751,0.149672
Glyma01g42640,0.291038,0.316958,0,0.695966,0.232615,0.151533
Glyma01g42650,1.20916,0.862746,1.31092,1.97297,1.62593,1.79329
Glyma01g42661,9.16823,25.5351,13.2004,5.95701,11.8017,7.34184
Glyma01g42671,0,0,0,0.118856,0,0
Glyma01g42680,3.66904,3.01663,2.34618,3.22458,2.27788,1.98594
Glyma01g42695,0.630002,1.00117,0.737231,1.37062,0.671469,0.516094
Glyma01g42710,5.01654,5.41333,5.95541,4.56261,4.6703,4.13589
Glyma01g42720,1.31742,0.99654,0.546401,0.831142,0.727757,0.15473
Glyma01g42730,7.39314,0.000866267,0.261935,0.0111735,0.00189418,0
Glyma01g42740,0.0136834,8.16659,5.62053,10.8456,6.37162,5.24721
Glyma01g42751,0,2.67287,0.372341,1.23604,1.06377,0.380503
Glyma01g42760,0,0,0,0,0,0
Glyma01g42770,0,0,0,0,0,0
Glyma01g42780,0,0.0138009,0.0479633,0,0,0
Glyma01g42790,15.6565,15.7645,21.4665,9.13532,8.03069,9.90841
Glyma01g42800,0,0.00037483,6.3246,2.30003,0.835904,3.02519
Glyma01g42820,0.0130094,0.0785838,0.0818646,0.247471,0.29344,0.198682
Glyma01g42831,0,0,0.0403397,0,0,0
Glyma01g42840,0.640301,0.625651,0.370968,0.444888,0.633582,0.363546
Glyma01g42850,18.1473,7.23752,7.74518,6.29982,10.7117,8.6161
Glyma01g42860,0,0.272621,0,0.486425,0,0
Glyma01g42870,0,0,0.000108617,0,1.2371,0
Glyma01g42880,0,0,1.87036,0,0.821364,2.5155
Glyma01g42890,7.28586,8.44618,8.00314,8.74497,10.2291,9.65751
Glyma01g42900,0.044629,0,0.000147731,0.000147159,0.0347664,0
Glyma01g42910,0.000186153,0.000135293,8.45E-05,0.000303225,0,0
Glyma01g42915,0,0,0,0,0,0
Glyma01g42920,5.11598,4.5382,4.78197,6.27335,6.25831,7.35877
Glyma01g42930,0.908697,1.19643,1.56223,0.920729,1.31112,2.00471
Glyma01g42940,29.4842,29.3216,31.5274,26.6854,27.4961,27.9795
Glyma01g42950,0,0,0,0.759442,1.32049,0
Glyma01g42960,1.7359,0.178361,1.59493,1.27377,1.44671,2.50913
Glyma01g42970,6.44392,4.87262,9.10555,5.0169,4.54594,5.36858
Glyma01g42981,0,0,0.333655,0,0.000148536,0.296054
Glyma01g42991,0,0,0,0,0,0
Glyma01g43001,0.2305,0.287153,0.429396,0.0124633,0.262741,0.202091
Glyma01g43010,1.88E-05,0.000292447,5.09E-05,0.811272,0.567376,0.000283627
Glyma01g43020,7.26439,2.34081,1.75017,0.650766,2.27927,1.45381
Glyma01g43030,0,0.00321799,0.00238948,8.67E-07,0,1.57E-06
Glyma01g43040,0.132058,0,0,0,0,0
Glyma01g43050,0,0,0,0.00722022,0.00632211,0.00403248
Glyma01g43061,3.7031,2.93199,3.7726,1.89563,1.65983,2.48796
Glyma01g43070,3.39288,5.76462,5.20183,2.48682,2.66137,2.46913
Glyma01g43080,28.6604,28.3804,24.3928,18.1843,12.4327,12.9255
Glyma01g43090,0,1.0939,0,0,0,0.169848
Glyma01g43100,0.460968,3.34565,0.774139,0.832037,0.378328,0.192538
Glyma01g43110,67.859,67.1239,59.9586,141.959,124.038,132.538
Glyma01g43120,10.4047,11.988,13.6036,7.367,3.92784,6.29727
Glyma01g43130,0.0112983,0.0927864,0,0.0815824,0.0676381,0.0887193
Glyma01g43150,50.2591,56.3491,44.3457,55.5931,52.5798,46.67
Glyma01g43165,3.31674,1.92627,3.61829,2.83534,4.46995,3.51983
Glyma01g43180,0.604158,0.406232,0.584714,0.521541,0.48184,0.256897
Glyma01g43190,4.22346,4.03599,7.18667,3.69375,3.96733,5.23689
Glyma01g43200,0,0.0672025,0.100492,0.072376,0,0.0404219
Glyma01g43210,0,0,0.0539826,0,0.175756,0.00582037
Glyma01g43220,2.26217,1.7114,3.46857,3.0774,3.21247,3.15099
Glyma01g43230,0.948225,0.946062,0.747688,0.865925,0.784211,0.669446
Glyma01g43241,0,0.000107174,0,0.000554943,0,0.000180463
Glyma01g43250,0,0,0,0,0,0
Glyma01g43260,0,1.94934,1.60724,1.36187,0.478843,0.970537
Glyma01g43270,0,0.00138581,0,0,0,0
Glyma01g43280,0.000250118,0.000429787,0.000779005,0.00766894,0.000688402,0.000745229
Glyma01g43290,3.15867,3.49087,4.7227,4.16585,5.09748,5.54807
Glyma01g43300,3.25194,3.20717,3.12517,3.00327,2.77811,3.83876
Glyma01g43321,0.000289538,0.000823157,0.000160902,0.000951745,0.00086113,0.000142599
Glyma01g43340,2.78182,2.85397,1.88997,2.37402,2.1934,2.08407
Glyma01g43350,1.28201,1.5773,2.78891,1.14846,2.65792,2.56566
Glyma01g43360,2.09878,2.89565,2.54291,1.79188,2.02732,2.0554
Glyma01g43370,14.9083,14.9009,11.3855,16.2821,13.4115,15.1082
Glyma01g43380,2.86312,6.7788,3.80021,3.07354,3.95409,2.16856
Glyma01g43390,0.246308,0.450314,0.435172,0.22065,0.289805,0.205387
Glyma01g43400,0.344593,0.281937,0.758873,0.0783811,0.617682,0.569084
Glyma01g43410,0,0,3.07E-05,0,0,0.410564
Glyma01g43420,12.3083,19.2379,19.5647,9.09342,18.8376,9.64414
Glyma01g43435,1.06633,2.90865,1.8277,1.70195,2.54845,1.43559
Glyma01g43450,0,0.645887,0.160972,0,0.52409,0.501426
Glyma01g43460,11.1378,34.4095,0.837164,24.9977,32.1037,1.04751
Glyma01g43470,0.00280546,0.016931,0.0038708,0.00844826,0.00133666,0.0021174
Glyma01g43480,6.93499,8.77145,8.07505,5.57901,6.4578,5.79984
Glyma01g43490,1.21152,1.69168,0.948625,0.859207,1.58385,1.06075
Glyma01g43500,4.23904,2.47171,4.08515,1.7179,0.870858,2.97932
Glyma01g43510,30.2922,26.492,38.5153,20.4049,17.4439,25.3938
Glyma01g43520,3.71559,2.37627,2.57231,4.631,2.35585,2.25543
Glyma01g43540,78.353,113.213,60.8397,51.585,58.126,30.8862
Glyma01g43550,10.1962,8.15676,8.93128,14.0366,14.9532,12.9593
Glyma01g43560,0,0,0,0.274652,0,1.60357
Glyma01g43570,1.20758,1.42019,1.5542,3.04365,4.34165,5.10994
Glyma01g43580,3.0729,1.99837,2.90818,8.54826,12.7093,9.98747
Glyma01g43590,0.0660699,0.0851589,0.0318357,0.23675,0.777377,0.528897
Glyma01g43600,0.00171837,0,0,0,0.00360018,0.0044001
Glyma01g43610,0.0369861,0.1333,0.171619,0.47269,0.0484183,0.197635
Glyma01g43620,0.636278,0.546439,0.868616,0.630024,0.759843,1.1552
Glyma01g43630,0,0,0,0.0106921,5.49E-05,0
Glyma01g43640,0,0,0,0,0,0
Glyma01g43650,0.000116749,0.776105,0.000131782,0,0,0
Glyma01g43680,27.3713,29.5283,26.6147,23.9777,25.1466,23.9055
Glyma01g43691,0.853268,0.532624,0.629634,0.358234,2.03E-05,0.49351
Glyma01g43700,0.985816,0,0.000127549,0,0,0
Glyma01g43710,27.4378,29.3428,26.0686,45.4722,42.3158,42.4483
Glyma01g43720,3.66737,2.4645,3.62792,5.49858,5.96422,4.56133
Glyma01g43733,0.000151843,8.90E-05,5.58E-05,8.33E-05,4.23E-05,4.20E-05
Glyma01g43746,0.311387,0.401354,0.150042,0.27895,0.122126,0.467379
Glyma01g43760,4.19661,4.19578,4.09622,6.82738,7.74204,6.84044
Glyma01g43771,0,0,0,0,0,0.0129067
Glyma01g43780,0,0,0,0.132765,0,0
Glyma01g43790,0.45167,0.313799,0.200653,0.631525,1.12384,0.758317
Glyma01g43800,3.17533,2.61194,3.37566,2.01255,2.34909,2.5298
Glyma01g43821,0.50206,0,0,0,0.201131,2.26E-05
Glyma01g43840,0,6.48E-05,0,0,1.24457,9.67E-05
Glyma01g43850,17.2799,16.2527,17.4542,20.6024,18.3431,21.7084
Glyma01g43860,4.00531,0,0,0,0,0
Glyma01g43871,2.62274,3.37039,0.398854,3.09882,3.67416,2.45672
Glyma01g43880,546.354,583.942,344.825,416.473,459.004,413.512
Glyma01g43890,2.54922,3.22918,2.42285,2.58153,2.97071,2.34095
Glyma01g43900,0,0,0,0,0,0
Glyma01g43910,4.09167,6.1926,4.71347,4.51456,7.47896,2.74521
Glyma01g43920,1.26904,1.24487,1.38486,0.623604,0.803535,1.27031
Glyma01g43933,0.0104888,0.000161477,0.0095702,0,2.34E-05,0
Glyma01g43946,0.669622,0.513376,0.221321,0.653291,0.644426,1.25926
Glyma01g43960,0,0,0.241334,0,0,0
Glyma01g43970,2.12345,2.06522,0.724553,0.443611,1.27534,1.55626
Glyma01g43980,2.77495,2.49965,2.82997,14.0121,17.1965,14.4419
Glyma01g43990,0.000351724,0,0.323059,0,0.33449,0
Glyma01g44000,0.332078,0.207273,0.322456,0.200133,0.175239,0.45549
Glyma01g44010,1.33121,1.08228,1.35853,3.06489,3.85151,3.11099
Glyma01g44020,0.315091,0,0.0910958,0.0960364,0,0.107272
Glyma01g44030,1.87006,3.07918,2.22874,0.73914,0.890795,0.947647
Glyma01g44040,132.774,142.573,149.727,121.47,138.995,111.919
Glyma01g44050,6.63511,5.33578,5.37652,6.73314,5.29684,6.1401
Glyma01g44060,0,4.69E-05,0,0.00018878,0,0
Glyma01g44070,0.189363,0.179886,0.196589,0.194383,0.301052,0.269453
Glyma01g44080,0.291798,0.327658,0.169571,0.534851,0.562068,0.745307
Glyma01g44095,4.52572,2.99798,2.55227,5.25929,2.10454,3.41136
Glyma01g44110,1.17176,1.27073,1.76735,1.13973,1.57755,1.94648
Glyma01g44120,11.7535,19.8032,5.97164,13.3169,17.8354,10.8589
Glyma01g44130,142.348,133.863,160.36,75.9141,95.6228,99.8484
Glyma01g44140,19.8212,23.1236,16.3566,14.5489,19.2039,11.076
Glyma01g44150,0.66626,1.13708,0.765864,0.776649,0.577495,0.270634
Glyma01g44160,0.000261576,0.00118596,0.0237256,0,0.000350051,0.000313057
Glyma01g44170,1.02335,1.1031,0.629745,1.31138,1.2289,0.975084
Glyma01g44190,0,0,0,1.51371,0,0
Glyma01g44200,0.81603,0,0,0,0.305333,0.000722873
Glyma01g44210,0,0.19083,0.0799256,0.096653,0.204314,0.0865602
Glyma01g44220,2.62389,1.85204,1.44494,2.51846,3.18528,2.21923
Glyma01g44230,6.40509,6.64334,6.09988,3.68569,2.73073,2.69182
Glyma01g44240,1.65582,0.000134552,3.37893,0.00285589,0.678738,2.02577
Glyma01g44250,0.0609203,0.0449569,0.0121181,0.00901031,0.0446123,0.0372948
Glyma01g44260,1.20129,0,0,0,0,0
Glyma01g44270,56.2783,57.8965,12.474,23.923,31.1085,20.2412
Glyma01g44281,39.4765,13.6996,14.0909,27.9953,8.872,19.2929
Glyma01g44290,0.892572,12.5652,14.1222,0.0658148,11.4154,9.67771
Glyma01g44300,0.0649676,0,0,0,0,0
Glyma01g44310,7.64807,10.2972,6.85774,6.29508,6.12363,5.5998
Glyma01g44321,0,3.49E-06,1.65E-05,0,1.67E-05,0.0767165
Glyma01g44330,1.07473,1.61879,1.121,2.67729,1.49655,0.82658
Glyma01g44340,0.0953929,0.122954,0.187107,0.609373,0.928312,0.774087
Glyma01g44350,0.00200495,0,0.471179,0,0,0
Glyma01g44360,1.53878,0.799261,1.27071,0.00124618,1.02441,0.304456
Glyma01g44370,0.0608441,0.0392116,0.263859,0.109012,0.095452,0.0348413
Glyma01g44380,0.000386838,0.000275142,0.000177179,0.00051188,0.000290671,0.000284458
Glyma01g44390,13.3567,10.0431,11.9168,13.7176,11.2043,14.1477
Glyma01g44400,0,0,0,0,0,0
Glyma01g44410,0.0539468,0,0.0790624,0,0.116318,0
Glyma01g44420,1.69E-05,1.52E-05,1.52E-05,0,0.291596,1.59E-05
Glyma01g44430,2.14605,2.23456,2.95592,1.47171,0.318764,1.09168
Glyma01g44440,0.45248,0.289121,0.542729,0.52104,0.400706,0.690459
Glyma01g44450,5.16461,3.66939,6.8408,11.9136,5.5855,7.97931
Glyma01g44460,11.2857,17.1976,10.7368,10.0986,8.89889,10.8083
Glyma01g44471,0.103638,0.262473,0.135573,0.348954,0.266547,0.292897
Glyma01g44480,72.7052,105.065,28.5646,92.7233,73.1755,26.7763
Glyma01g44491,0.878347,0,0,0,0.240447,0.236387
Glyma01g44500,0,0,0,0.000128328,0.000111154,0
Glyma01g44510,0.756593,0.56886,0.243043,0.564815,0.890206,1.45106
Glyma01g44530,18.16,26.109,19.1137,18.4044,22.1461,24.8108
Glyma01g44540,5.25593,6.12194,9.62242,6.93613,9.78617,9.86387
Glyma01g44550,0,0,0,0,0.0673278,0
Glyma01g44560,5.94245,0.00623999,6.46353,8.51614,6.65675,8.96588
Glyma01g44570,0.000763072,0.000191602,1.81839,0.155529,0.0154658,2.63643
Glyma01g44580,0,0,0,0,0,0
Glyma01g44600,38.1797,70.8138,33.7262,25.9676,29.4132,21.1019
Glyma01g44610,3.59E-05,0,0,0,0,0.338061
Glyma01g44620,0.711268,0.524463,0.661612,1.96394,2.06834,2.72815
Glyma01g44630,0,0,0.415676,0,1.67604,0.334231
Glyma01g44640,0.0565071,0.0293743,0.0324933,0.0891009,0.0552902,0.0166157
Glyma01g44650,17.1714,24.2068,11.356,8.16795,12.5005,7.36918
Glyma01g44660,7.3111,8.46743,7.65836,6.35966,7.48019,5.35429
Glyma01g44670,1.64955,1.08579,1.2811,7.21423,10.9272,6.70543
Glyma01g44680,20.1106,26.5855,18.0596,16.7178,15.7054,14.19
Glyma01g44690,6.32363,7.16094,6.1376,4.45099,4.25164,3.93219
Glyma01g44700,42.434,45.1747,35.4938,100.383,87.1045,94.3065
Glyma01g44720,0,0.0439211,0,0.0610523,0,0
Glyma01g44730,0.571368,1.09264,0.0461227,0.470345,0.418004,0.0478585
Glyma01g44750,0.965562,0.844505,2.29826,0.679627,0.154025,1.23083
Glyma01g44760,0.289812,0.204179,0.194079,0.323879,0.614788,0.422499
Glyma01g44770,0.54427,0.113086,0.328948,0.833548,1.01327,0.457555
Glyma01g44780,0.257588,0.166005,0.434415,0,0,0.18966
Glyma01g44790,0.000110223,0.0896408,0,0.000113464,0.223134,0
Glyma01g44795,0,0,0,0,0,0.241184
Glyma01g44800,0,0,0,0,0,0
Glyma01g44816,1.04166,0.798313,0.983476,1.49279,1.21457,1.40001
Glyma01g44833,0,2.13887,0.905725,0,2.35765,0.105753
Glyma01g44850,3.21957,1.83313,2.47915,3.4845,3.97353,2.84233
Glyma01g44870,0.621752,1.62496,0.413438,0.73517,0.00133863,0.55342
Glyma01g44885,5.78998,7.24708,5.3398,5.90237,6.33945,6.06937
Glyma01g44900,3.20746,4.89153,5.27831,0.328297,2.20515,2.0474
Glyma01g44905,1.78671,1.62106,1.62247,0.672237,1.09732,0.80593
Glyma01g44910,0.905073,1.14226,0.854047,1.72293,3.66801,1.32074
Glyma01g44920,9.96539,10.6724,9.23599,9.54745,10.3565,10.2361
Glyma01g44930,72.609,205.522,30.1563,100.526,126.204,20.1302
Glyma01g44940,4.76202,5.60381,4.16961,2.13328,3.62114,2.80221
Glyma01g44950,5.54912,4.82266,4.10367,2.34285,2.572,3.67992
Glyma01g44960,0,0,0,0,0,0
Glyma01g44970,8.25122,11.2148,11.0422,13.3936,14.1475,11.6058
Glyma01g44980,0.258146,0.362666,0.147904,0.412464,0.521672,0.358793
Glyma01g44990,6.09358,6.94138,3.42731,3.21628,2.17858,1.49126
Glyma01g45000,59.8768,48.5408,53.8389,34.368,30.3056,34.8375
Glyma01g45020,79.534,101.355,38.3462,56.6827,62.7161,40.6244
Glyma01g45030,0.662054,0,0,0,0,0
Glyma01g45040,1.04966,1.73948,1.3367,4.6219,3.17579,2.77588
Glyma01g45050,8.54129,6.36731,9.49191,18.2411,20.2958,20.7251
Glyma01g45060,38.7762,41.6478,32.134,80.0746,64.2417,69.1772
Glyma01g45070,0,0,0,0,0,0
Glyma01g45080,0,0.0559257,0,0,0.0354842,0.0226332
Glyma01g45110,212.346,544.726,114.626,463.092,430.241,288.747
Glyma01g45125,0.286881,0,0,0,0,0
Glyma01g45140,1.07786,0.416789,1.03872,0.579343,0.676372,1.21394
Glyma01g45151,2.86515,2.46199,3.6815,5.98889,6.74221,3.34479
Glyma01g45160,6.79241,8.1405,6.75509,5.96791,6.81948,5.13274
Glyma01g45171,5.20261,4.93826,6.58115,1.09647,1.49845,3.07395
Glyma01g45181,0,0,0,0,0,0
Glyma01g45191,0,0.000344381,0.000342022,1.75009,0.000358766,0.000450738
