Gene_Id_189,ABEN_Rep1,ABEN_Rep2,ABEN_Rep3,EN_Rep1,EN_Rep2,EN_Rep3
Glyma01g24620,0.2968,0.3856,0.231393,0.199103,0.297737,0.283549
Glyma01g24650,10.0249,10.744,9.55395,22.3341,22.5321,19.9945
Glyma01g24670,1.94088,1.40258,2.04254,1.81648,1.72585,1.78563
Glyma01g24680,7.5753,4.82266,5.41949,5.55197,5.17938,6.58897
Glyma01g24710,10.5313,14.6957,26.6733,3.57925,7.95396,11.9819
Glyma01g24715,0,0,0.138474,0,0,0.000926042
Glyma01g24720,0.179216,0.262128,0.214793,0.327489,0.341022,0.404028
Glyma01g24735,0.0114404,0.0114688,0.00426747,0.00785573,0.0148345,0.00604965
Glyma01g24750,0,0,0,0,0,0
Glyma01g24771,0,0,0,0,0,0
Glyma01g24790,2.63086,2.57735,3.56576,3.10494,4.58893,3.08287
Glyma01g24801,0,0,0,0,0,0
Glyma01g24811,3.86585,0.355913,0.266108,0,0.866391,0
Glyma01g24820,4.39067,2.85397,3.10444,6.03231,5.46903,4.56334
Glyma01g24835,0.230031,0.191458,0.107451,9.41E-05,8.58E-07,0.093804
Glyma01g24850,0,0,0,0,0.0346391,0
Glyma01g24870,0.456223,0.610653,0.541122,0.220068,0.24775,0.140466
Glyma01g24880,30.9458,32.3309,13.3823,26.5279,15.7844,6.98069
Glyma01g24900,9.2142,7.96628,9.03912,11.9492,10.4782,11.357
Glyma01g24915,4.48E-05,0,6.43E-05,4.99E-05,0,4.97E-05
Glyma01g24931,41.9045,46.4954,54.755,45.2915,40.0085,44.2841
Glyma01g24945,1.9695,1.82112,2.6407,0.690392,0.873189,1.54233
Glyma01g24960,0,0,0.000139414,0.00364908,0.00318789,0.00308027
Glyma01g24975,3.139,1.58818,0.777909,0.720514,0.550077,1.02658
Glyma01g24990,1.96541,1.68884,1.57838,1.17378,3.08332,1.63888
Glyma01g25000,0.111853,0.510688,0.261957,1.71352,1.40631,1.34715
Glyma01g25010,0.958218,0.20665,0.188101,0.261169,8.57E-05,0.434133
Glyma01g25040,16.2806,23.2624,16.6428,15.9574,26.639,16.3127
Glyma01g25116,107.124,109.849,79.0071,148.027,153.659,168.88
Glyma01g25193,4.67562,5.8007,3.85061,5.31954,5.98267,5.38344
Glyma01g25270,34.7383,33.4391,37.4612,43.6644,41.5547,40.132
Glyma01g25690,0.0171533,0.113536,0.0629774,0.157615,0.2982,0.25081
Glyma01g25710,0.796394,1.53885,1.03938,1.69289,1.78309,1.96952
Glyma01g25734,0,0,0,0,0,0
Glyma01g25758,0,0,0,0,0,0
Glyma01g25782,1.28E-05,0,0,0,0,0
Glyma01g25806,0.823511,0.52886,1.25849,1.43338,1.02761,0.782246
Glyma01g25830,2.77205,3.27941,3.51182,1.83363,3.19215,3.19743
Glyma01g25861,0.16835,0.0708553,0.0308164,0.369535,0.304133,0.677344
Glyma01g25890,2.56384,10.4363,13.2087,8.54833,5.06494,0.507936
Glyma01g25903,0.443028,0.285514,0.747154,0.198439,0.173755,0.221655
Glyma01g25916,1.21878,0.439268,2.15984,0.957527,1.24912,1.7051
Glyma01g25930,2.46626,1.76649,1.13426,0.411126,0.804526,0.451872
Glyma01g25940,16.0912,13.7526,13.0697,28.6841,24.6245,28.4019
Glyma01g25960,1.26253,2.53193,1.35576,0.68193,0.69785,0.514406
Glyma01g25980,27.7535,30.4117,64.1215,10.9794,10.8963,21.7575
Glyma01g26010,0.505524,0.538241,0.421238,0.574185,0.196997,0.411482
Glyma01g26220,34.2512,57.1448,37.8869,52.248,56.3903,49.8264
Glyma01g26230,0.00966179,0,0,0,0,0
Glyma01g26300,50.2661,49.539,40.9474,56.8254,49.7475,37.057
Glyma01g26310,0,0,0,0,0,0
Glyma01g26325,0,0.000268172,0.000177914,0.00230815,0.00238869,0.000374788
Glyma01g26340,2.03632,1.40869,2.33079,3.27544,4.93051,3.76345
Glyma01g26350,0,0,1.55883,0.224566,0,0
Glyma01g26360,0.233625,0.15056,0,0.310346,0.135867,0
Glyma01g26570,1.38593,0.382996,0.288561,0.355281,0.155828,0.19839
Glyma01g26580,0,0,0.0409217,0.290158,0.241667,0.30038
Glyma01g26590,2.52576,2.53461,2.30756,3.34998,3.03244,4.06633
Glyma01g26600,1.65577,2.34223,2.60113,2.83407,2.47697,3.31714
Glyma01g26606,0.766328,0.246934,1.01545,0.686499,0.45083,0.575113
Glyma01g26613,0,0,0,0,0,0
Glyma01g26620,0.128081,0.0820603,0.140251,0.351993,2.37806,1.24266
Glyma01g26650,2.77254,2.65592,2.47089,5.82697,4.50862,4.29377
Glyma01g26670,2.38299,1.21894,1.21816,1.38699,1.19346,0.90279
Glyma01g26681,0.166445,0.107267,0.0802015,0,0.130559,0.166552
Glyma01g26690,5.48849,2.9476,3.77106,2.64048,3.10929,3.05112
Glyma01g26700,0,0,0,1.9651,0,0
Glyma01g26750,0.000348123,0,0,0.000109226,9.17E-05,2.33166
Glyma01g26766,0.325898,0.706789,0.426723,0.285788,0.593167,0.192311
Glyma01g26783,4.87385,6.19321,3.07571,3.53444,2.47583,2.36877
Glyma01g26800,0.105715,0.000101205,0,0,0,0
Glyma01g26813,1.85923,0.814945,0.805731,1.09333,1.17204,1.02579
Glyma01g26826,0.282952,0.677075,0.630443,0.250275,0.436938,0.50046
Glyma01g26840,98.892,141.792,105.033,61.8147,67.4806,53.0259
Glyma01g26860,0,0.0543907,0.0260313,0.0613991,0.153315,0.12301
Glyma01g26900,0,0.108048,0.0364569,0.0693847,0.223546,0.163479
Glyma01g26915,0,0,0,0,0,0
Glyma01g26930,3.06264,3.46083,5.43646,4.64105,3.28518,3.96662
Glyma01g26940,5.35034,3.70456,7.26607,4.82488,3.92698,6.89188
Glyma01g26950,91.5885,59.6905,70.8592,142.734,148.756,164.681
Glyma01g26961,0.0589315,0,0,0,0,0.00228404
Glyma01g26970,1.96868,1.17811,1.2874,2.50796,1.36248,1.7133
Glyma01g26981,0.827316,0.799758,0.647792,0.972738,1.50069,1.34525
Glyma01g26990,1.54702,1.59821,1.2425,2.30577,2.2864,2.7477
Glyma01g27005,0.00172131,0,0,0.289714,2.65773,0.00010418
Glyma01g27020,0.200379,0.122188,0.143216,0.144344,0.085691,0.0839714
Glyma01g27040,0.0674703,0.152187,0.260084,0.483535,0.714469,0.286932
Glyma01g27060,4.65077,4.48909,4.87965,8.5367,8.51135,8.34525
Glyma01g27110,3.20432,3.88436,4.36635,1.41482,1.56314,1.86024
Glyma01g27120,2.34659,1.63135,1.55811,1.11015,0.113089,1.3514
Glyma01g27130,5.63633,7.68731,5.93658,7.22415,7.8413,6.60732
Glyma01g27145,0.0898895,0.0645251,0.0983567,0.112712,0.0805563,0.272451
Glyma01g27160,26.4459,36.3061,35.9251,22.8408,18.6243,17.6165
Glyma01g27170,2.22121,1.96829,1.20407,3.23347,3.92021,2.77828
Glyma01g27200,7.86189,8.62006,6.94695,9.717,9.55877,8.52473
Glyma01g27215,0.148375,0,0,0,0.193296,0.246583
Glyma01g27230,9.19578,10.6703,10.6885,16.0309,22.325,16.7011
Glyma01g27240,0,1.75668,0,0,0.874167,0.527695
Glyma01g27250,7.10392,6.19921,6.12698,10.1817,6.21751,6.29353
Glyma01g27260,0,0,0.0173652,0,0,0
Glyma01g27280,0.329012,0.55893,0.731555,0.34253,0.258077,0.470318
Glyma01g27291,0,0.257865,0.1928,1.43378,0.784646,0.500477
Glyma01g27301,0.0968392,0.1373,0.180756,0.288719,0.416303,0.258944
Glyma01g27310,0.0871618,0.0849263,0.0853306,0.042572,0.0145429,0.021361
Glyma01g27360,2.86422,2.16173,2.7475,3.86054,4.00637,4.26078
Glyma01g27385,5.80838,7.66326,6.58041,2.62074,4.62581,2.21415
Glyma01g27410,0,0,0.002035,0.0086092,0.040253,0.000664197
Glyma01g27440,0.631643,0.762926,1.94064,0.597795,1.59209,2.37815
Glyma01g27455,2.10671,2.43404,0.00078899,0.734833,0.000213004,1.96009
Glyma01g27470,0.0550535,0.107504,0.053055,0.101415,0.129552,0.0275443
Glyma01g27490,0,0.000319473,0.00581765,0.428477,0.631655,0.0811781
Glyma01g27710,42.7367,55.3878,44.5547,29.5213,21.0496,26.0801
Glyma01g27720,0,0,0.09512,7.04E-05,0,0
Glyma01g27765,0,0,0.0131566,0,0.045586,0.0562777
Glyma01g27810,35.7469,40.6254,27.5098,21.4158,15.8631,12.4287
Glyma01g27840,11.1107,9.76366,12.9165,8.49608,7.92168,10.0621
Glyma01g27860,11.4761,20.6192,8.53811,15.8406,11.0497,11.4597
Glyma01g27890,0.0715625,0.0461192,0.0344823,0.0641078,0.073315,0.0856684
Glyma01g27900,0.102073,0.2907,0.16873,0.484897,1.14779,0.729845
Glyma01g27910,0.0343911,0.0347864,0.014816,0.00335688,0,0.00658564
Glyma01g27941,0,0,0,0,0,0
Glyma01g27970,0.381478,0.423387,0.264818,0.426905,0.46176,0.549998
Glyma01g28026,0,0,0,0,0,0
Glyma01g28082,0,0,0,0,0,0
Glyma01g28139,0,0,0,0,0,0
Glyma01g28196,0,0,0,0,0,0
Glyma01g28253,0.0727577,0.0912936,0.119454,1.20143,1.02062,1.30264
Glyma01g28310,0,0,0,0,0,0
Glyma01g28353,0,0.00998414,0.027423,0.101119,0.0507813,0.162539
Glyma01g28396,0.440522,0.283899,0.0707551,0.131544,0.408064,0.0734673
Glyma01g28440,8.24756,7.95714,8.10971,6.07929,4.32801,4.07433
Glyma01g28460,1.29E-05,1.24E-05,0.82467,0.417859,2.90E-05,0.36877
Glyma01g28480,0.0532298,0.102913,0.0512975,0.0415234,0,0
Glyma01g28491,0,0,0,0,0,0
Glyma01g28500,6.07717,4.87386,6.76758,9.07351,11.1044,7.70266
Glyma01g28511,1.39231,0.8599,1.56268,0.883483,0.637072,1.161
Glyma01g28520,3.8844,1.98299,2.96623,4.17195,3.39615,4.02354
Glyma01g28550,0,0,0,0,0,0
Glyma01g28626,0,0,0,0,0,0
Glyma01g28703,17.5605,0.309644,17.9805,41.968,37.1496,31.4929
Glyma01g28780,0.309123,0.0247391,5.78E-05,0,9.91E-05,0
Glyma01g28800,0,0,0.0901807,0.125745,0.0734023,0.210684
Glyma01g28805,0,0,0,0,0,0
Glyma01g28810,6.84534,1.95128,7.84028,3.51288,1.44648,4.02889
Glyma01g28820,0,0,0,0,0,0
Glyma01g28830,2.844,2.18024,3.53017,3.42044,3.06319,3.5127
Glyma01g28841,0,0,0,0,0,0
Glyma01g28850,26.0372,23.1061,31.3683,14.37,15.2979,19.053
Glyma01g28865,0.348076,0.374758,0.309315,0.00259685,0.0930027,0.0597495
Glyma01g28880,5.23905,7.8111,4.79043,8.78226,10.0514,9.99146
Glyma01g28890,0.200511,0.271328,0.213649,0.245813,0.305142,0.138164
Glyma01g28936,0,0.00171487,0,0,0,0
Glyma01g28983,1.38205,0.641519,1.00923,0.87485,1.74848,1.89936
Glyma01g29030,0,0.0129564,0.0337025,0,0,0.0328588
Glyma01g29070,5.91919,4.39022,2.93048,6.09459,5.19307,6.10247
Glyma01g29091,0.43109,0.494024,0.557965,0.462582,0.151871,0.235251
Glyma01g29110,0,0,0,0,0,0
Glyma01g29131,0,0,0,0,0,0
Glyma01g29150,0,0.00085029,0,0.00335796,0,0.0011381
Glyma01g29171,0,0,0,0,0,0.0245074
Glyma01g29190,6.8841,24.1833,0.472597,1.35682,6.83724,0.21206
Glyma01g29220,1.36618,2.59463,3.35312,0.487312,0.228052,1.31099
Glyma01g29230,0.244164,0.400605,0.420509,0.502806,0.443471,0.718041
Glyma01g29255,0,0.000489143,0,0.191081,0,0
Glyma01g29280,0,8.12E-05,0,1.41303,0,0.000486275
Glyma01g29305,11.0102,11.3899,15.1528,12.1548,14.6746,13.8059
Glyma01g29330,2.20903,2.38909,3.28039,3.04109,4.01103,6.07101
Glyma01g29346,6.3957,8.41028,9.64191,6.11069,7.27927,8.25439
Glyma01g29362,13.7345,15.2941,16.659,16.0677,16.8652,19.5458
Glyma01g29378,9.49054,9.66105,11.8202,9.95809,10.6058,12.0185
Glyma01g29394,0.500517,0.982651,1.10333,0.645375,0.625463,1.03102
Glyma01g29410,13.0104,7.83696,10.5956,6.95938,3.04823,5.70339
Glyma01g29420,2.11737,0.799188,0.412337,1.1998,1.87877,0
Glyma01g29440,7.21714,3.30068,5.15422,10.042,11.6022,22.3866
Glyma01g29470,2.64593,2.47844,5.50777,1.43258,1.13938,0.819036
Glyma01g29480,0,0,0,0,0,0
Glyma01g29495,0,0.044578,0.0694906,0.0124279,0,0
Glyma01g29511,0.0219537,0.00380312,0.017577,0,0,0.00974623
Glyma01g29525,0,0,0.387398,0.293053,0.291741,0
Glyma01g29540,1.74723,2.53409,2.31776,4.6661,3.86613,4.04428
Glyma01g29570,0,0.0350037,0.0371307,0.00708559,0.027398,0
Glyma01g29580,0,0,0.00677521,0,0.00611381,0
Glyma01g29600,0.00368326,0.00571452,0.00197614,0.00371267,0.000920715,0.00217748
Glyma01g29615,0,0.0303557,0.015446,0.0294022,0.0309111,0.0102126
Glyma01g29630,1.98392,0.00105538,0.054324,0,0.894075,2.68292
Glyma01g29643,0,0,0,0.01131,0.0198394,0
Glyma01g29656,1.65216,0.772962,0.746974,0.417059,1.49947,0.589984
Glyma01g29670,2.69946,7.69234,2.08702,9.0653,12.2399,5.08864
Glyma01g29715,0.708256,0.720772,0.812352,0.640741,0.540957,0.564741
Glyma01g29760,3.37553,4.55468,5.77126,3.34564,1.63317,1.9807
Glyma01g29816,0.816205,1.76051,1.13155,0.926136,0.997515,0.605934
Glyma01g29873,0.00409487,0.0113172,0.021921,0.0637655,0.375379,0.0623512
Glyma01g29930,12.3222,43.653,3.83253,10.3949,15.9219,1.6217
Glyma01g29950,4.36326,0.939252,2.60896,1.95366,0,0.25865
Glyma01g29970,0,0,0,0,0,0
Glyma01g30000,0.00689773,0,0,0,0,0
Glyma01g30010,0.00764972,0,0,0,0,0
Glyma01g30020,0.00506611,0,0,0,0,0
Glyma01g30030,0.00506611,0,0,0,0,0
Glyma01g30040,0.00636572,0,0,0,0,0
Glyma01g30060,0.0630039,0.00422211,0.0420038,0.23315,0.129884,0.10833
Glyma01g30080,0.0840112,0.162125,0.134785,0.036362,0.0636779,0.0705808
Glyma01g30300,0.00108606,4.49E-05,0.000108678,0.00010925,0,0
Glyma01g30320,0,0,0,0.78347,0.000167723,0
Glyma01g30335,0.207614,0.213828,0.217602,0.205084,0.311276,0.246845
Glyma01g30350,0.0504247,0,0,0,0,0.0252284
Glyma01g30370,0.965317,1.24422,0.930275,0,0.757194,0
Glyma01g30390,0,0,0,1.47E-05,0,0
Glyma01g30400,4.77323,4.16009,3.06321,0.0529479,0,0.100434
Glyma01g30431,0.192012,0.346342,0.286783,0.771913,0.788344,1.08454
Glyma01g30460,1.91729,2.69852,1.04951,3.70949,2.20316,1.73192
Glyma01g30485,3.88094,1.26203,0.00797687,1.46496,0,0.408604
Glyma01g30511,0,0.15665,0,0,0.100745,0
Glyma01g30535,0,0.11549,0,0.192544,0.728838,0.45955
Glyma01g30560,0,0.0650785,0.0147022,0.00598719,0.0145057,0.0251075
Glyma01g30610,0.306611,0.684107,0.454539,0.168046,2.39112,1.09812
Glyma01g30626,0.0182117,0.0126497,0.0189159,0.0129494,0.0120885,0.00771053
Glyma01g30643,0,0,0.000495963,0,0,0
Glyma01g30660,0,0,0.103872,0,0.0148582,0
Glyma01g30670,0.91829,0.414261,0.39823,0.246789,0.0720305,0.137831
Glyma01g30900,19.8766,18.488,18.9653,8.62525,17.7558,15.8593
Glyma01g30910,0.538114,0.00177306,0.00402049,0.000434465,0.00644755,0.00213613
Glyma01g30920,0.182462,0.0706325,0.246308,0.196793,0.201085,0.237442
Glyma01g30982,0,0,0,0,0,0
Glyma01g31044,0.696177,0.211819,0.0829993,0.156579,0,0.887117
Glyma01g31107,0.00380301,0.00490184,0.0161718,0.0224526,0.148713,0.0210361
Glyma01g31170,2.67047,2.92777,2.33949,2.64057,2.6657,2.5416
Glyma01g31180,0.223936,0.298259,0.6762,0,0.374735,0.219368
Glyma01g31230,0,0,0.177216,0,8.13E-06,0
Glyma01g31260,4.25702,4.11667,3.31934,5.90165,3.99329,3.9285
Glyma01g31270,18.3448,17.8577,16.4215,40.2116,38.0366,36.8076
Glyma01g31275,0,0,0.108735,0.606463,0.354017,0.79032
Glyma01g31280,0,0,0,0,0,0
Glyma01g31300,3.63191,5.68337,8.91919,3.19565,8.99387,6.98216
Glyma01g31311,0,0,0,0,0,0
Glyma01g31320,10.4981,7.1178,6.69235,5.54824,4.248,3.16097
Glyma01g31341,0.447423,0.525692,0.54981,0.393536,0.223171,0.461955
Glyma01g31360,2.52576,1.8241,2.09554,6.41203,3.59705,4.32198
Glyma01g31370,0,0.00012489,0.000107018,0,1.30742,1.18625
Glyma01g31425,3.79708,3.79806,4.23869,6.06338,5.17622,4.15804
Glyma01g31480,1.23162,1.44087,1.88611,1.05162,1.07414,1.11363
Glyma01g31520,0.00066859,0.000175936,0.000350165,0.000665056,0.000365815,0.000377016
Glyma01g31550,2.63238,0.000216173,0.000401188,0.000178073,0.000215483,0.00229604
Glyma01g31570,3.68636,3.68377,3.91624,4.37938,4.69449,4.94663
Glyma01g31581,0,0,0,0,0,0
Glyma01g31590,7.85148,5.29335,5.66548,11.7127,13.993,14.9811
Glyma01g31600,42.1034,54.3259,48.4137,42.1854,50.9017,37.2683
Glyma01g31610,8.12793,6.96064,7.97079,9.4929,8.11859,10.2323
Glyma01g31630,1.06436,1.44809,1.31064,0.635655,0.649351,0.88753
Glyma01g31636,0,0,0,0,0,0
Glyma01g31643,0,0,0,0,0,0
Glyma01g31650,0,0,0,0,0,0
Glyma01g31660,6.54163,9.29208,5.18756,13.8047,19.3509,22.0793
Glyma01g31670,0,0,0,0.201347,0.088151,0.056226
Glyma01g31691,0.0445327,0.0573991,0.0858321,0.079557,0.104594,0.0671072
Glyma01g31711,0,0,0,0,0,0
Glyma01g31730,0.247633,0.212784,0,2.14E-06,0,2.43E-06
Glyma01g31750,98.2797,75.0285,170.63,156.471,147.865,202.137
Glyma01g31760,0,0,0,0,0,0
Glyma01g31780,3.96168,3.00665,2.36663,2.9078,5.01747,1.63933
Glyma01g31801,0.229067,0.0531115,0,0.0915843,0.00820663,0.19413
Glyma01g31820,28.8366,30.8613,48.1833,30.1371,32.9987,19.807
Glyma01g31830,10.7693,6.09293,13.9712,14.6177,10.5101,20.9681
Glyma01g31840,3.551,2.28379,2.003,8.77249,5.80649,7.52344
Glyma01g31850,0.268322,0.64383,0.681701,0.169169,0.339109,0.422831
Glyma01g31860,0.0300108,0.135385,0.0104081,0.209099,0.00769628,0.195006
Glyma01g31890,1.2477,1.19912,0.943418,1.68194,1.51075,1.24075
Glyma01g31900,6.31745,8.20512,6.18389,0.218103,0,1.22606
Glyma01g31910,0,0,0.0380608,0.0707607,2.66423,0.355677
Glyma01g31921,5.76898,13.3106,18.0147,1.97376,8.70525,7.10384
Glyma01g31930,0.000233018,0.000217769,0.670107,0.000158186,0,9.44E-05
Glyma01g31940,0.000145852,0,8.59E-05,0.105677,0.117445,0.0139674
Glyma01g31961,0,0.000761034,0.00120674,0,0,0.0015324
Glyma01g31980,0.103682,0.33409,0.199831,0.278646,0.243985,0.259374
Glyma01g31990,5.00316,5.93311,5.37994,6.97066,8.11762,8.84136
Glyma01g32000,9.15424,9.33994,10.8776,7.22024,8.53107,7.98005
Glyma01g32010,0,0.000260505,0.000374823,0.00884486,0.00101979,0.134035
Glyma01g32020,0,0.00277389,0.000764381,0,0,0.00314192
Glyma01g32031,0,0,0,0,0,0
Glyma01g32040,7.58142,9.61251,10.5352,3.86287,5.27742,4.90147
Glyma01g32070,46.6183,57.0257,60.0622,22.276,27.7025,25.6857
Glyma01g32081,0.206933,0.266721,0.253423,0.370754,0.162318,0.207066
Glyma01g32090,85.1678,103.065,91.9053,59.8009,65.177,59.141
Glyma01g32103,5.52176,8.116,5.27463,3.55805,3.79935,3.19885
Glyma01g32116,0.0427249,0.192742,0.020587,0.191371,0.0335134,0.0213761
Glyma01g32130,3.24164,2.13726,2.46361,0.48753,1.37248,1.02615
Glyma01g32140,0.0894913,0,0,0,0,0
Glyma01g32160,0,0,0,0,0,0
Glyma01g32190,0.11488,4.29406,2.82309,37.357,77.9464,40.9807
Glyma01g32211,0,0,0,0,0,0
Glyma01g32230,7.95338,5.73976,6.9839,14.6874,13.7898,13.9455
Glyma01g32270,0.39546,1.4669,1.9705,0.224639,1.58142,0.84686
Glyma01g32291,2.09353,1.49564,1.93782,0.993438,0.781663,1.02811
Glyma01g32310,1.64604,3.97226,2.21043,1.17828,5.60355,2.14518
Glyma01g32340,0,0,0,0,0,0
Glyma01g32360,210.91,277.215,44.1563,235.114,175.68,30.6915
Glyma01g32370,0.560782,0.931801,0.474653,0.896319,0.480389,0.753105
Glyma01g32380,6.29157,4.93558,7.02702,13.7266,14.6997,15.7077
Glyma01g32390,0,0,0.10976,0.0662932,0.119236,0.113941
Glyma01g32400,40.9561,33.7821,30.5953,22.5236,19.878,19.5259
Glyma01g32415,0,0,0,0,0,0
Glyma01g32430,11.1421,11.7671,7.36434,5.85692,5.35856,3.48715
Glyma01g32440,0.432229,0.741359,0.536549,0.592086,0.422326,0.81275
Glyma01g32450,0,0,0,0.000190125,0,0
Glyma01g32460,1.85493,0,0,1.71907,0.138044,0.924902
Glyma01g32480,0,0,0,0.006917,0.0060566,0
Glyma01g32680,4.49E-05,0.915434,0.503074,0.0011797,0,0.267831
Glyma01g32690,0,0,0,0,0,0.000107845
Glyma01g32750,0.13233,0,0.127526,0.0865996,0,0
Glyma01g32760,0.0890505,0,0,0,0,0
Glyma01g32775,0.178855,0.266777,0.205155,0.708911,0.522784,0.667176
Glyma01g32790,1.87119,1.67788,1.12924,1.35593,1.55929,1.11626
Glyma01g32800,0.00559877,0.0084191,0.00629478,0.00266785,0.003504,0.00372497
Glyma01g32810,2.28397,1.46401,1.1004,0.748163,0.817902,0.625685
Glyma01g32825,0.641232,0,0.302715,0,0.160247,0.179868
Glyma01g32841,0.992833,0.993213,1.27598,1.11759,1.15884,2.02624
Glyma01g32855,0.855748,0.712416,1.16671,0.726457,0.756783,1.14046
Glyma01g32870,44.1975,50.4822,36.4781,59.8949,65.7375,53.1597
Glyma01g32881,0.66273,0.213552,0.638672,0.203061,0,0.236386
Glyma01g32890,0,0.168302,0.391728,0,0,0.347025
Glyma01g32900,0.659058,0.220099,0.341928,0.263038,0.218069,0.236518
Glyma01g32920,2.06218,1.38919,1.42908,1.0744,0.883053,0.979636
Glyma01g32940,0.00787798,0.0099726,0.142031,0.0121183,0.0135066,0.0124465
Glyma01g32961,0.00269431,0,0,0,0,0
Glyma01g32981,1.34667,1.02981,1.70435,0.81555,0.52607,0.982675
Glyma01g33000,0,0.164977,0.0821385,0.406883,0.133821,0
Glyma01g33017,5.9236,5.93287,5.47791,6.58466,6.37217,6.33783
Glyma01g33034,0.441241,0.19861,0.355459,0.212675,0.140046,0.321433
Glyma01g33052,0,0.0121253,0.0442318,0,0,0
Glyma01g33070,0,0,0,0,0,0
Glyma01g33080,0.300037,0,0,0,0,0.150114
Glyma01g33097,0,0,0,0,0,0
Glyma01g33114,0.0214532,0.0204288,0.01431,0,0.0124006,0.00981687
Glyma01g33132,0,0,0.00264089,0,0,0
Glyma01g33150,2.25788,6.0247,0.286305,0.88714,0.248573,0.257642
Glyma01g33160,0.032983,0.0418032,0.0352114,0.0672077,0.347525,0.56671
Glyma01g33170,1.12047,0.529011,0.984872,0.732144,0.362183,0.539032
Glyma01g33181,0,0,0,0.183912,0.265388,0
Glyma01g33191,1.10412,1.11817,1.29205,4.23902,3.21683,4.34038
Glyma01g33200,6.1486,5.38131,6.37934,5.05909,5.34765,6.76484
Glyma01g33220,26.1785,23.8855,25.7032,21.6134,21.1047,21.7186
Glyma01g33240,6.8707,8.49349,7.56631,16.7974,16.0137,15.4743
Glyma01g33270,4.4454,7.27239,5.76695,6.73931,7.77861,8.38321
Glyma01g33281,0,0.400491,0.299439,0.835052,0.731181,0.466375
Glyma01g33290,0,0,0,0,0,0
Glyma01g33300,0,0.0220413,0,0,0,0
Glyma01g33313,0,0,0,0,0,0
Glyma01g33326,0.181484,0.116959,0.0874481,0,0.427068,0
Glyma01g33340,1.43796,1.21935,1.09402,5.74346,5.80502,4.82779
Glyma01g33350,0.0772532,0.0497866,0,0,0,0
Glyma01g33370,0,0,0.0335526,0,0,0
Glyma01g33380,3.38363,5.54804,2.00474,3.62157,3.87258,5.50743
Glyma01g33420,3.25203,3.44762,2.25638,3.95648,6.39195,4.57498
Glyma01g33430,0.663132,0.872384,1.18701,1.01461,0.768037,1.21009
Glyma01g33440,23.6328,27.57,25.5962,22.8605,22.0521,15.7445
Glyma01g33461,0.118589,0.141712,0.249343,0.121735,0.123147,0.124253
Glyma01g33480,0.0423585,0.441764,0.0229251,0.102505,0.194905,0.00406237
Glyma01g33500,0.0490809,0.511873,0.0265634,0.113226,0.17691,0.00448724
Glyma01g33510,0.0748527,0.111034,0.319716,0.153881,0.207474,0.189072
Glyma01g33520,0,0,0,0,0.000222347,0
Glyma01g33560,0,0,0,0,0,0
Glyma01g33575,0,0,0,0,0,0
Glyma01g33590,0.018965,0.0202166,0.0164587,0.0625731,0.0283204,0.0405865
Glyma01g33600,2.27229,2.36169,5.07136,6.89426,10.5996,5.50302
Glyma01g33610,5.12E-05,0.00815723,1.04788,0,0.000667815,0.000219798
Glyma01g33620,0.511611,0.875349,1.09883,0.793706,0.998694,0.781425
Glyma01g33635,0.0948937,0.000250855,0,0,0,0
Glyma01g33650,3.11641,3.28826,3.58193,3.24726,3.64252,4.92091
Glyma01g33660,13.432,11.2384,8.40584,9.94914,10.4157,8.48218
Glyma01g33676,4.82443,3.99748,6.30976,4.93928,3.78428,4.82751
Glyma01g33692,0.445964,0.689694,0.526276,2.56543,1.43657,1.73746
Glyma01g33708,1.30602,0.0777375,1.80687,2.00219,1.09039,2.59422
Glyma01g33724,2.19468,2.41048,2.30313,5.00379,4.60561,4.50598
Glyma01g33740,0,0,0,0,0,0
Glyma01g33761,6.3758,7.20816,8.14364,9.72604,9.20886,11.3146
Glyma01g33782,0.0817576,0.0526896,0.0393949,0.0596469,0,0.0333127
Glyma01g33803,0.650547,0.90137,0.774738,1.72653,1.91807,2.16493
Glyma01g33824,0,0,0,0,0,0
Glyma01g33845,0.759485,0.924597,1.09707,0.517816,0.401582,0.719939
Glyma01g33866,1.07602,0.835951,2.13997,2.20888,1.93,1.03484
Glyma01g33888,0,0,0,0,0,0
Glyma01g33910,0.380764,0.175944,0.257899,0.321886,0.381059,0.348815
Glyma01g33920,0.220758,0.311716,0.152431,0.191396,0.215295,0.171067
Glyma01g33960,1.30095,1.49104,1.20374,1.71177,0.0930773,0.231329
Glyma01g33986,0.224114,0.120484,0.0958639,0.133002,0.0782407,0.0509616
Glyma01g34013,0,0,0,0,0,0
Glyma01g34040,0,0,0,0,0,0
Glyma01g34060,0,0,0,0,0,0
Glyma01g34111,0.0539934,0.10439,0.012399,0.102646,0,0.0835581
Glyma01g34160,0.100012,0,0,0,0,0
Glyma01g34180,9.7756,4.91147,19.5415,7.02997,3.11542,23.7617
Glyma01g34210,0,0,0,0,0,0
Glyma01g34223,1.39123,1.38898,0.89863,1.16886,1.49368,0.757535
Glyma01g34236,0.00161984,0.347259,0.00206218,0,0,0.00184959
Glyma01g34250,0,0,0,0,0,0
Glyma01g34260,0,0,0,0,0,0
Glyma01g34270,9.22362,7.80512,7.87613,7.09818,7.16114,6.92389
Glyma01g34300,0,0,0,0,0,0
Glyma01g34321,0,0,0,0,0,0
Glyma01g34340,0,0,0.0315251,0,0,0.014999
